SMILES,ID,Ki
[NH3+]C1=NC=NC2=C1C=C(C(CCC)=C2)C1=CC(CC)=CO1.O=C(O)CCC(=O)[O-],ExperimentalID_1,292536.0848241063
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(CO)C=CC(CC)=C1.[Cl-],ExperimentalID_2,112068.8021369794
[NH3+]C1=NC=NC2=C1C=C(C(CCCCO)=C2)C1=CC(CC)=CO1.[I-],ExperimentalID_3,123299.56222053556
C1(CC)=CSC(=C1)C3C2=CC(C=CC)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_4,2859.761650020103
[NH3+]C1=NC=NC2=C1C=C(C(CCCO)=C2)C1=CC(CCl)=CO1.[I-],ExperimentalID_5,100.88428014267055
[NH3+]C1=NC=NC2=C1C=C(C(C=C)=C2)C1=CC(C(=O)O)=CO1.[Cl-],ExperimentalID_6,38281.25025023804
C1=CSC(=C1)C3C2=CC(C=CCC)=C[NH+]=C2CO3.[Cl-],ExperimentalID_7,345.85549925873676
O=C1C(CC)C2=C([NH2+]1)C=C(Cc4ccccc4CO)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_8,31.69758623689788
OC1=CC(Cc4ccccc4)C(C1)C1=C[NH+]=CC(CC=CCC)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_9,32669.314111897893
OC1=CC(CCl)C(C1)C1=C[NH+]=CC(Cc4ccccc4CC)=C1.[I-],ExperimentalID_10,151.4189369512321
OC1=CC(C(=O)O)C(C1)C1=C[NH+]=CC(Cc4ccccc4C)=C1.[Cl-],ExperimentalID_11,3685.6654909180984
[NH3+]C1=NC=NC2=C1C=C(C(CC=CC)=C2)C1=CC=CO1.[I-],ExperimentalID_12,26726.321228107106
[NH3+]C1=NC=NC2=C1C=C(C(C=CCO)=C2)C1=CC(Cc4ccccc4)=CO1.[I-],ExperimentalID_13,10382.599645369559
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(CCC)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_14,2765.7612223756846
O=C1CC2=C([NH2+]1)C=C(CCCCO)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_15,217.0314366301424
[NH3+]C1=NC=NC2=C1C=C(C(C=CCCC)=C2)C1=CC(Cc4ccccc4)=CO1.[Cl-],ExperimentalID_16,11679.901413184463
OC1=CC(C(=O)O)C(C1)C1=C[NH+]=CC(CC)=C1.[Cl-],ExperimentalID_17,49681.48878660419
C1(C(=O)O)=CSC(=C1)C3C2=CC(CC)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_18,697.1364493867925
OC1=CC(Cc4ccccc4)C(C1)C1=C[NH+]=CC(CO)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_19,83991.08414939218
[NH3+]C1=NC=NC2=C1C=C(C(C=CCO)=C2)C1=CC=CO1.[I-],ExperimentalID_20,34525.099432826806
O=C1C(CC)C2=C([NH2+]1)C=C(CCC)C=C2.[Cl-],ExperimentalID_21,4150.434699458879
[NH3+]C1=NC=NC2=C1C=C(C(C=CCO)=C2)C1=CC(CC)=CO1.[I-],ExperimentalID_22,118050.77476326418
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(Cc4ccccc4CO)C=CC(CCl)=C1.[Cl-],ExperimentalID_23,3.2321889320258395
C1=CSC(=C1)C3C2=CC(CCC=CC)=C[NH+]=C2CO3.[I-],ExperimentalID_24,420.6352376785722
OC1=CC(CC)C(C1)C1=C[NH+]=CC(CCO)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_25,251694.52850694404
OC1=CC(CC)C(C1)C1=C[NH+]=CC(CCCO)=C1.[Cl-],ExperimentalID_26,16173.288263972814
[NH3+]C1=NC=NC2=C1C=C(C(C=CC)=C2)C1=CC(CC)=CO1.[I-],ExperimentalID_27,307571.76903033745
O=C1C(CC)C2=C([NH2+]1)C=C(CCC=CC)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_28,1219.949884299053
C1(CC)=CSC(=C1)C3C2=CC(Cc4ccccc4C)=C[NH+]=C2CO3.[I-],ExperimentalID_29,830.4993238366079
OC1=CCC(C1)C1=C[NH+]=CC=C1.[Cl-],ExperimentalID_30,46777.43313404144
O=C1CC2=C([NH2+]1)C=C(CCO)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_31,519.6923352277064
[NH3+]C1=NC=NC2=C1C=C(C(C)=C2)C1=CC(CC)=CO1.[I-],ExperimentalID_32,705986.8807203087
[NH3+]C1=NC=NC2=C1C=C(C(CC=CC)=C2)C1=CC(CC)=CO1.O=C(O)CCC(=O)[O-],ExperimentalID_33,146164.48562539264
C1(C(=O)O)=CSC(=C1)C3C2=CC(C=CCO)=C[NH+]=C2CO3.[Cl-],ExperimentalID_34,120.98096080343736
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C)C=CC(C(=O)O)=C1.[Cl-],ExperimentalID_35,108470.76530248312
OC1=CCC(C1)C1=C[NH+]=CC(CCC)=C1.[Cl-],ExperimentalID_36,127937.92060463842
OC1=CCC(C1)C1=C[NH+]=CC(C=CCC)=C1.[Cl-],ExperimentalID_37,30774.03805675151
[NH3+]C1=NC=NC2=C1C=C(C(Cc4ccccc4CC)=C2)C1=CC(CC)=CO1.[Cl-],ExperimentalID_38,400235.284482921
O=C1C(C(=O)O)C2=C([NH2+]1)C=CC=C2.O=C(O)CCC(=O)[O-],ExperimentalID_39,150.32666545096322
OC1=CC(Cc4ccccc4)C(C1)C1=C[NH+]=CC(Cc4ccccc4CC)=C1.[Cl-],ExperimentalID_40,19771.032024167158
OC1=CC(CC)C(C1)C1=C[NH+]=CC(CCC)=C1.[I-],ExperimentalID_41,270439.85458095925
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(C=CCO)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_42,224.43312470835855
OC1=CCC(C1)C1=C[NH+]=CC(CCCC)=C1.[Cl-],ExperimentalID_43,507012.4617732167
OC1=CC(Cc4ccccc4)C(C1)C1=C[NH+]=CC(CCC=C)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_44,37791.902048213
C1(CCl)=CSC(=C1)C3C2=CC(C=C)=C[NH+]=C2CO3.[Cl-],ExperimentalID_45,3.7965606790603883
O=C1C(C(=O)O)C2=C([NH2+]1)C=C(C=CCCC)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_46,298.8023894605408
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(Cc4ccccc4C)C=CC(C(=O)O)=C1.[I-],ExperimentalID_47,33310.00828522104
OC1=CC(CCl)C(C1)C1=C[NH+]=CC(CCCCO)=C1.[I-],ExperimentalID_48,71.37261430421628
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(Cc4ccccc4C)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_49,209.59917653180003
OC1=CC(C(=O)O)C(C1)C1=C[NH+]=CC(CO)=C1.[I-],ExperimentalID_50,19409.31955093796
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=C)C=CC(CC)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_51,204803.48009048388
[NH3+]C1=NC=NC2=C1C=C(C(CCC=CC)=C2)C1=CC(CC)=CO1.O=C(O)CCC(=O)[O-],ExperimentalID_52,42303.76282481986
OC1=CC(CCl)C(C1)C1=C[NH+]=CC(CCC=C)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_53,83.55629959391767
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=CCC)C=CC=C1.[Cl-],ExperimentalID_54,15290.16216479626
OC1=CC(CC)C(C1)C1=C[NH+]=CC(CC)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_55,77988.39090313815
C1(Cc4ccccc4)=CSC(=C1)C3C2=CC(CCC=C)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_56,168.38079587487582
OC1=CCC(C1)C1=C[NH+]=CC(C=CCCC)=C1.[Cl-],ExperimentalID_57,14262.909044592501
OC1=CC(Cc4ccccc4)C(C1)C1=C[NH+]=CC(CCO)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_58,10717.278407422884
O=C1C(C(=O)O)C2=C([NH2+]1)C=C(CC)C=C2.[Cl-],ExperimentalID_59,370.6725821011052
C1=CSC(=C1)C3C2=CC(CC)=C[NH+]=C2CO3.[I-],ExperimentalID_60,2408.485552067518
[NH3+]C1=NC=NC2=C1C=C(C(CCCC)=C2)C1=CC(CCl)=CO1.[Cl-],ExperimentalID_61,738.4110647185778
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=CC=CC(C(=O)O)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_62,8495.530427797446
[NH3+]C1=NC=NC2=C1C=C(C(C=CC)=C2)C1=CC(CCl)=CO1.[I-],ExperimentalID_63,132.66824593105895
C1(CC)=CSC(=C1)C3C2=CC(CCO)=C[NH+]=C2CO3.[I-],ExperimentalID_64,442.28989276236973
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(CCCC)C=CC(CCl)=C1.[I-],ExperimentalID_65,905.6028538585258
C1(CCl)=CSC(=C1)C3C2=CC(C=CC)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_66,3.4056756761984186
[NH3+]C1=NC=NC2=C1C=C(C(C=CCCC)=C2)C1=CC(CC)=CO1.[Cl-],ExperimentalID_67,163622.52116893185
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(Cc4ccccc4CO)C=CC=C1.O=C(O)CCC(=O)[O-],ExperimentalID_68,418.0858390549346
[NH3+]C1=NC=NC2=C1C=C(C(CO)=C2)C1=CC(C(=O)O)=CO1.[Cl-],ExperimentalID_69,66922.41337455448
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(C)C=C2.[I-],ExperimentalID_70,2852.1330312425853
C1(CC)=CSC(=C1)C3C2=CC(CCCCO)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_71,1966.2493414161584
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(CO)C=CC(Cc4ccccc4)=C1.[I-],ExperimentalID_72,89322.13663702359
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=CCCC)C=CC=C1.O=C(O)CCC(=O)[O-],ExperimentalID_73,17712.818575378093
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=CCCC)C=CC(Cc4ccccc4)=C1.[I-],ExperimentalID_74,83320.80919165643
O=C1C(CCl)C2=C([NH2+]1)C=C(CCCC)C=C2.[I-],ExperimentalID_75,2.0315822840577997
O=C1C(CC)C2=C([NH2+]1)C=C(CCCCO)C=C2.[Cl-],ExperimentalID_76,350.48998505289904
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(CC=CC)C=CC(CCl)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_77,93.83206077626738
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=CO)C=CC(CCl)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_78,52.632063954520795
OC1=CC(CCl)C(C1)C1=C[NH+]=CC(CCC=CC)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_79,49.2949399039352
O=C1CC2=C([NH2+]1)C=C(C=CCC)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_80,417.3315262517035
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(CC=CCC)C=CC(CCl)=C1.[I-],ExperimentalID_81,76.00952630393793
C1(Cc4ccccc4)=CSC(=C1)C3C2=CC(CO)=C[NH+]=C2CO3.[I-],ExperimentalID_82,1409.899347127205
C1=CSC(=C1)C3C2=CC(C=CC)=C[NH+]=C2CO3.[Cl-],ExperimentalID_83,725.4146972285519
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=CO)C=CC=C1.O=C(O)CCC(=O)[O-],ExperimentalID_84,49847.565353802085
OC1=CCC(C1)C1=C[NH+]=CC(CCCO)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_85,32861.39422748996
OC1=CC(Cc4ccccc4)C(C1)C1=C[NH+]=CC(C=CC)=C1.[Cl-],ExperimentalID_86,117415.67136848423
O=C1CC2=C([NH2+]1)C=CC=C2.[Cl-],ExperimentalID_87,990.1894887519154
C1(C(=O)O)=CSC(=C1)C3C2=CC(CCC=C)=C[NH+]=C2CO3.[I-],ExperimentalID_88,459.4094612348018
[NH3+]C1=NC=NC2=C1C=C(C(C)=C2)C1=CC=CO1.[Cl-],ExperimentalID_89,71086.85081675749
OC1=CC(CCl)C(C1)C1=C[NH+]=CC(CC)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_90,168.51373173433694
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(CCO)C=CC(CC)=C1.[I-],ExperimentalID_91,234118.82877136793
C1(CC)=CSC(=C1)C3C2=CC(CC=CC)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_92,1072.2318376958535
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(Cc4ccccc4CC)C=C2.[Cl-],ExperimentalID_93,696.0184033362895
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(CC=CC)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_94,572.3565025924615
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(CCCCO)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_95,640.1570189928317
C1=CSC(=C1)C3C2=CC(CC=CCC)=C[NH+]=C2CO3.O=C(O)CCC(=O)[O-],ExperimentalID_96,1626.6407940683123
OC1=CC(CC)C(C1)C1=C[NH+]=CC(CCC=CC)=C1.[Cl-],ExperimentalID_97,79130.12221612447
C1(C(=O)O)=CSC(=C1)C3C2=CC(Cc4ccccc4CC)=C[NH+]=C2CO3.[Cl-],ExperimentalID_98,52.459071031755144
O=C1C(Cc4ccccc4)C2=C([NH2+]1)C=C(C=CC)C=C2.O=C(O)CCC(=O)[O-],ExperimentalID_99,976.6901396237163
OC1=CC(CCl)C(C1)C1=C[NH+]=CC(CO)=C1.[Cl-],ExperimentalID_100,223.09594306376167
C1(CCl)=CSC(=C1)C3C2=CC(CCC)=C[NH+]=C2CO3.[I-],ExperimentalID_101,2.2644997162945755
[NH3+]C1=NC=NC2=C1C=C(C(CCC)=C2)C1=CC=CO1.[I-],ExperimentalID_102,78824.36361488469
O=C1C(C(=O)O)C2=C([NH2+]1)C=C(CC=CCC)C=C2.[I-],ExperimentalID_103,76.74124080025622
[NH3+]C1=NC=NC2=C1C=C(C(C=C)=C2)C1=CC(CCl)=CO1.[I-],ExperimentalID_104,335.53825831914594
CC(C)C(C)C([NH3+])C(=O)NC(C(O)=O)C1=C(C=CCC)C=CC(CC)=C1.[I-],ExperimentalID_105,52489.946622642885
C1(Cc4ccccc4)=CSC(=C1)C3C2=CC(C=CCCC)=C[NH+]=C2CO3.[I-],ExperimentalID_106,186.02518878286625
OC1=CC(CC)C(C1)C1=C[NH+]=CC(Cc4ccccc4CC)=C1.O=C(O)CCC(=O)[O-],ExperimentalID_107,105389.9640157239
O=C1C(CC)C2=C([NH2+]1)C=C(Cc4ccccc4C)C=C2.[I-],ExperimentalID_108,531.3857979157929
